,title,price,colour,description,category,brand
1006,sequinned top details,45.9,grey,sleeveless top with a plunging surplice neckline and elastic at the waist.,tops,zara
1007,buttoned longline blazer details,139.0,mid-green,"blazer with lapel collar and long sleeves. featuring front flap pockets, a welt chest pocket and contrast interior lining. double breasted button fastening at the front with lined buttons. ",outerwear,zara
1008,lisa simpson™ t shirt details,39.9,charcoal,"round neck, short sleeved t shirt. contrasting printed detail from the simpsons tm & © twentieth century fox film corporation. ",tops,zara
1009,hi rise trumpet jeans details,69.9,light blue,"faded hi rise jeans made of slightly stretchy fabric for added comfort. featuring a five pocket design, seamless and slightly flared hems and metal button fastening. ",jeans,zara
1010,appliquéd wide leg trousers details,69.9,black,flowing high waist trousers with metal appliqué details on the front and an elasticated waist in the back. featuring front welt pockets and metal hook and zip fastening in the front.,bottoms,zara
1011,pleated top details,89.9,black,"top with a high neck, long sleeves and cut out details on the front. fastening on the back with buttons and invisible zip. ",tops,zara
1012,satin shirt details,49.9,bottle green,"collared shirt with long sleeves, back dart detail and a button up front. ",tops,zara
1013,metallic thread dress details,39.9,silver,sleeveless dress with a round neckline and metallic thread detail.,dresses,zara
1014,trousers with pleats details,89.9,black,"flowing high waist trousers with pleats on the front. featuring front pockets and metal hook, inside button and zip fastening at the front. ",bottoms,zara
1015,camisole dress details,69.9,black,dress featuring a cowl neckline and adjustable thin straps. ,dresses,zara
1016,denim bermuda shorts with buttons details,45.9,mid-blue,"high waist bermuda shorts with a five pocket design. featuring front darts, turn up hems and zip fly and metal top button fastening.",skirts,zara
1017,blouse with turn up sleeve details,69.9,black,flowing blouse with round neckline with short turn up sleeves,tops,zara
1018,combined satin bodysuit details,45.9,terracotta,"flowing bodysuit with a plunging v neckline, short sleeves and snap button fastening on the bottom. ",tops,zara
1019,tulle and lace dress details,69.9,black,"dress with a straight neckline, short full sleeves, lining and matching lace detail. ",dresses,zara
1020,semi sheer shimmer top details,45.9,pastel green,round neck top with long sleeves. featuring a button fastening at the back with a slit.,tops,zara
1021,hi rise ripped denim shorts details,45.9,blue,"hi rise shorts with a five pocket design. featuring ripped details in the front, frayed hems and zip fly and metal top button fastening.",skirts,zara
1022,pleated skirt with lace trim details,89.9,dark bottle green,lined high waist skirt with an elasticated velvet waistband. featuring an asymmetric hem with a contrast lace appliqué.,skirts,zara
1023,floral print dress details,69.9,multicoloured,flowing dress with a high elastic v neck and long sleeves. lined. adjustable drawstring waist. ,dresses,zara
1024,z1975 mom fit jeans with pockets details,69.9,light blue,high waist jeans with front pockets and back patch pockets. featuring a faded effect and zip fly and metal top button fastening. ,jeans,zara
1025,trousers with pleats details,119.0,camel,"high waist trousers with front pockets and jetted back pockets. featuring pleats on the front and knees. fastening with metal hook, inside button and zip.",bottoms,zara
1026,short sleeve sweatshirt details,24.9,green,short sleeve sweatshirt with a high neck and side vents at the hem.,outerwear,zara
1027,voluminous crop top details,49.9,sand,straight neck crop top with long sleeves and elasticated frilled cuffs.,tops,zara
1028,asymmetric satin shirt details,49.9,beige-pink,long sleeve shirt with a regular collar and a button up front.,tops,zara
1029,metallic thread asymmetric dress details,119.0,light pink,"knit dress with an asymmetric neckline and long sleeves. featuring an elastic waistband, lining, contrast metallic thread detail and an asymmetric hem.",outerwear,zara
1030,faux leather trousers details,59.9,black,"high waist culottes featuring an adjustable drawstring waist, pleats and front patch pockets. ",bottoms,zara
1031,contrast dress details,45.9,oyster white,loose fitting short sleeve v neck dress with matching shade hem detail. ,dresses,zara
1032,t shirt with turn up sleeves details,19.9,beige,round neck t shirt with short turn up sleeves. ,tops,zara
1033,houndstooth knit vest details,59.9,black / white,knit vest with a v neckline and contrast ribbed trims.,outerwear,zara
1034,floral print draped top details,89.9,red,"top with long sleeves and round neck. featuring gathered shoulders, a draped waistline. side fastening with covered buttons and a buttoned opening in the back. ",tops,zara
1035,gathered t shirt details,29.9,beige-pink,sleeveless high neck t shirt with gathered sections and stretch detail. ,tops,zara
1036,mohair and wool ruffled sweater details,119.0,red,"knit sweater made of a mohair and wool blend. featuring a round neckline, long sleeves and ruffle trims.",outerwear,zara
1037,wide leg trousers with turn up hems details,69.9,black,"mid waist trousers with front pockets and rear patch pockets. featuring a straight leg design, turn up hems and zip fly and button fastening. ",jeans,zara
1038,checked leggings details,45.9,camel,mid waist leggings with an elastic waist. ,bottoms,zara
1039,belted coat details,339.0,black,"coat made of a wool blend. featuring a lapel collar, long sleeves, wide pronounced shoulders, front flap pockets, contrast lining and a large back vent at the hem. fastening with a tie in the same material. ",outerwear,zara
1040,organza sleeve shirt details,59.9,black,collared shirt with a button up front and long puff sleeves in matching organza fabric. ,tops,zara
1041,faux leather jacket details,89.9,black,"collared long sleeve jacket featuring front patch pockets, a belt with a covered buckle, side vents at the hem and snap button fastening at the front. ",outerwear,zara
1042,checked leggings details,45.9,grey / tan,high waist leggings with false front pockets. zip and snap button fastening at the front.,bottoms,zara
1043,oversized poplin shirt with gem buttons details,59.9,white,"oversized collared shirt with long sleeves. featuring an asymmetric hem, gem buttons and a button up front.",tops,zara
1044,knit dress with organza sleeves details,89.9,black,"knit dress featuring a straight neckline, contrasting short sleeves with ribbed cuffs and a ruffled hem. ",outerwear,zara
1045,lace tuxedo trousers details,69.9,black,"mid waist trousers with front jetted pockets, contrast side stripe detail and invisible side zip fastening. ",bottoms,zara
1046,alice in wonderland ©disney t shirt details,39.9,white,round neck t shirt with short sleeves. featuring an alice in wonderland ©disney print on the front and back. ,tops,zara
1047,buttoned knit dress details,69.9,red,"v neck knit dress with short sleeves. featuring a front vent at the hem, button fastening and matching tie belt.",outerwear,zara
1048,loose fitting printed shirt details,59.9,black / sand,long sleeve shirt with a regular collar and a button up front.,tops,zara
1049,shimmery bermuda shorts with bow details,59.9,dark silver,high waist bermuda shorts with false rear welt pockets. featuring a front bow appliqué and invisible back zip fastening. ,skirts,zara
1050,voluminous rustic jacket details,89.9,khaki,"cropped jacket featuring a high neck, long full sleeves with frayed detail, shoulder tabs, front patch pockets with flaps and an adjustable hem with drawstring. fastening with zip and snap button placket.",outerwear,zara
1051,wool and cotton sweater details,69.9,ecru,knit sweater made of a wool and cotton blend. featuring a round neckline and long sleeves.,outerwear,zara
1052,embroidered dress details,139.0,pink marl,"dress with a v neckline and long sleeves. featuring an adjustable drawstring waist, contrast embroidered appliqués and front button fastening. ",dresses,zara
1053,polka dot mini dress details,69.9,black,short dress with a high neck and long sleeves. featuring a ruffled hem and front fastening with covered buttons. ,dresses,zara
1054,chain print shirt details,45.9,pink / white,"long flowing shirt with a collar and long sleeves. featuring a patch pocket at the chest, an asymmetric hem and a button up front. ",tops,zara
1055,leather biker jacket details,199.0,black,"long sleeve jacket with a lapel collar. featuring front pockets with metal zip, shoulder tabs and metal zip fastening in the front. ",outerwear,zara
1056,faux fur coat details,139.0,black,"coat with a high neck, hood and long sleeves. featuring front pockets and snap button fastening on the front.",outerwear,zara
1057,printed midi dress details,89.9,beige,"a line dress with a v neckline and long sleeves with elastic cuffs. featuring shirring on the shoulders, matching ruffle trims, lining and front button fastening.",dresses,zara
